Code,Condition,Image id ,Subject's answer,Reaction time
65kjdQX7TR,4,10,none,8.388
4YMcguJoNd,2,16,bear,5.61
CICgNkwBX5,3,20,bowl,4.179
cTjZfBgqHl,3,26,None,3.195
J5xJlJzuST,6,19,CLoud,4.133
4YMcguJoNd,2,17,"Helmet, man",4.919
CICgNkwBX5,3,21,toaster,3.029
65kjdQX7TR,4,11,none,5.904
Nw0yYwmId8,2,25,Coffee,10.192
J5xJlJzuST,6,20,Bucket,2.949
CICgNkwBX5,3,22,"zebra, rabbit",5.382
65kjdQX7TR,4,12,none,4.36
Nw0yYwmId8,2,26,none,5.543
J5xJlJzuST,6,21,Piano,3.406
4YMcguJoNd,2,18,"an animal, maybe a squirrell",9.418
CICgNkwBX5,3,23,gun,3.117
J5xJlJzuST,6,22,Zebra,3.206
kBbBYy50vP,1,18,goldfish ,6.975
65kjdQX7TR,4,13,pay phone,6.217
Nw0yYwmId8,2,27,none,4.566
4YMcguJoNd,2,19,An insect,3.656
CICgNkwBX5,3,24,flowers,3.771
J5xJlJzuST,6,23,Revolver,4.511
CICgNkwBX5,3,25,scuba diver,4.069
kBbBYy50vP,1,19,bird,5.514
4YMcguJoNd,2,20,Old car,3.988
65kjdQX7TR,4,14,none,6.296
J5xJlJzuST,6,24,Flower,2.279
Nw0yYwmId8,2,28,Dress,6.552
CICgNkwBX5,3,26,jets,3.021
J5xJlJzuST,6,25,Banana,2.406
CICgNkwBX5,3,27,kayaker,3.803
J5xJlJzuST,6,26,Cloud,2.808
65kjdQX7TR,4,15,snail shell,8.323
kBbBYy50vP,1,20,cheetah ,5.796
J5xJlJzuST,6,27,Glass,2.8
CICgNkwBX5,3,28,celloist,5.407
Nw0yYwmId8,2,29,Insect,14.04
J5xJlJzuST,6,28,Glove,3.159
65kjdQX7TR,4,16,hot air balloon,8.268
CICgNkwBX5,3,29,watches,2.928
kBbBYy50vP,1,21,chicken ,7.42
4YMcguJoNd,2,21,Playground,4.04
J5xJlJzuST,6,29,Watch,3.161
65kjdQX7TR,4,17,none,3.94
Nw0yYwmId8,2,30,Car,5.032
CICgNkwBX5,3,30,cup,5.022
4YMcguJoNd,2,22,Car,1.723
J5xJlJzuST,6,30,Lamb,3.199
65kjdQX7TR,4,18,barrel,4.952
4YMcguJoNd,2,23,Chicken,2.169
kBbBYy50vP,1,22,fish ,7.422
65kjdQX7TR,4,19,bicycle,5.999
kBbBYy50vP,1,23,owl ,4.381
xco2biFYOi,1,1,loin  ,4.741
4YMcguJoNd,2,25,Something yellow,6.335
cTjZfBgqHl,3,27,Raft,86.784
65kjdQX7TR,4,20,none,3.768
i45xMKu87c,2,25,butter,126.685
4YMcguJoNd,2,26,An animal,2.307
kBbBYy50vP,1,24,bird ,4.791
xco2biFYOi,1,2,bear,5.51
65kjdQX7TR,4,21,rooster,4.743
cTjZfBgqHl,3,28,Musical instrument,7.373
kBbBYy50vP,1,25,boat ,4.557
xco2biFYOi,1,3,car,3.661
i45xMKu87c,2,26,rabbit,5.947
65kjdQX7TR,4,22,snail,6.034
cTjZfBgqHl,3,29,Watch,7.114
xco2biFYOi,1,4,van,3.71
4YMcguJoNd,2,28,Beach and a dress,5.388
kBbBYy50vP,1,26,pumpkin ,5.556
i45xMKu87c,2,27,mountain,6.001
65kjdQX7TR,4,23,monkey,6.129
cTjZfBgqHl,3,30,None,3.108
xco2biFYOi,1,5,barn,4.18
4YMcguJoNd,2,29,Helicopter,3.257
aIxF3S8ZxV,4,1,  Ram,4.223
kBbBYy50vP,1,27,nothing ,6.667
65kjdQX7TR,4,24,none,4.961
i45xMKu87c,2,28,dress,4.465
4YMcguJoNd,2,30,Old car,2.231
xco2biFYOi,1,6,body ,4.401
aIxF3S8ZxV,4,2,Squirrel,4.703
kBbBYy50vP,1,28,baby ,4.499
65kjdQX7TR,4,25,frog,4.199
xco2biFYOi,1,7,car,2.99
i45xMKu87c,2,29,spider,6.052
kBbBYy50vP,1,29,guitar ,4.549
aIxF3S8ZxV,4,3,Palm trees,4.952
xco2biFYOi,1,8,food,4.007
65kjdQX7TR,4,26,fish,4.768
aIxF3S8ZxV,4,4,Fox,3.078
kBbBYy50vP,1,30,ship ,5.346
xco2biFYOi,1,9,bridge,4.473
65kjdQX7TR,4,27,fish,4.68
i45xMKu87c,2,30,park,12.144
aIxF3S8ZxV,4,5,Deer,6.631
xco2biFYOi,1,10,colors,6.08
65kjdQX7TR,4,28,none,4.448
aIxF3S8ZxV,4,6,Banana,3.295
xco2biFYOi,1,11,eye,3.558
65kjdQX7TR,4,29,corn,4.503
aIxF3S8ZxV,4,7,Apple,4.183
sy4pW1JB6x,2,9,duck,7.391
aIxF3S8ZxV,4,8,Turtle,4.055
xco2biFYOi,1,12,room,10.621
65kjdQX7TR,4,30,big cat,9.472
m3aEVdBM6t,3,1,lipstick  ,7.332
sy4pW1JB6x,2,10,snake,5.472
aIxF3S8ZxV,4,9,Bridge,4.951
xco2biFYOi,1,13,computer,5.896
sy4pW1JB6x,2,11,mug,6.256
m3aEVdBM6t,3,2,spider,3.815
aIxF3S8ZxV,4,10,Fish,4.567
xco2biFYOi,1,14,bird,6.874
aIxF3S8ZxV,4,11,Toilet,3.589
sy4pW1JB6x,2,12,cock,6.096
m3aEVdBM6t,3,3,bear,6.591
xco2biFYOi,1,15,dish,4.461
sy4pW1JB6x,2,13,bench,4.632
aIxF3S8ZxV,4,12,Person,5.366
m3aEVdBM6t,3,4,goat,6.536
aIxF3S8ZxV,4,13,Phone,3.607
sy4pW1JB6x,2,14,bus,3.726
xco2biFYOi,1,16,balloon,8.121
xco2biFYOi,1,17,car,3.324
aIxF3S8ZxV,4,14,Shadow,5.639
sy4pW1JB6x,2,15,purse,5.494
m3aEVdBM6t,3,5,zebra,13.215
xco2biFYOi,1,18,none,3.577
aIxF3S8ZxV,4,15,Snail,3.927
xco2biFYOi,1,19,bike,2.544
sy4pW1JB6x,2,16,bear,8.192
m3aEVdBM6t,3,6,chair,6.92
xco2biFYOi,1,20,lion,4.497
aIxF3S8ZxV,4,16,Hot-Air Balloon,10.71
sy4pW1JB6x,2,17,none,4.295
m3aEVdBM6t,3,7,giraffe,6.815
IjHWO1dEX9,2,1,  Clock,6.781
xco2biFYOi,1,21,rooster,4.899
sy4pW1JB6x,2,18,none,4.008
aIxF3S8ZxV,4,17,Sand,7.886
m3aEVdBM6t,3,8,fan,6.799
xco2biFYOi,1,22,fish,3.855
xco2biFYOi,1,23,ear,3.195
aIxF3S8ZxV,4,18,Barrel ,6.543
sy4pW1JB6x,2,19,pest,8.576
m3aEVdBM6t,3,9,tiger,6.207
IjHWO1dEX9,2,2,Boy car,7.641
aIxF3S8ZxV,4,19,Bicycle,2.967
xco2biFYOi,1,24,head,4.39
sy4pW1JB6x,2,20,car,4.111
m3aEVdBM6t,3,10,bus,6.136
IjHWO1dEX9,2,3,Parachute,5.192
xco2biFYOi,1,25,cloth,3.251
aIxF3S8ZxV,4,20,Cat,3.511
sy4pW1JB6x,2,21,none,4.119
aIxF3S8ZxV,4,21,Chicken,3.664
sy4pW1JB6x,2,22,car,3.294
xco2biFYOi,1,26,phone booth,5.525
IjHWO1dEX9,2,4,Building,5.778
xco2biFYOi,1,27,car,3.234
aIxF3S8ZxV,4,22,Seashell,5.103
sy4pW1JB6x,2,23,cock,4.592
aIxF3S8ZxV,4,23,Owl,2.701
xco2biFYOi,1,28,person,4.637
sy4pW1JB6x,2,24,ball,3.935
aIxF3S8ZxV,4,24,Sink,5.168
IjHWO1dEX9,2,5,None,14.653
sy4pW1JB6x,2,25,none,4.671
xco2biFYOi,1,29,guatair,5.917
sy4pW1JB6x,2,26,cat,3.311
aIxF3S8ZxV,4,25,Frog,2.727
IjHWO1dEX9,2,6,Paper,5.326
m3aEVdBM6t,3,11,rhinoceros,39.335
xco2biFYOi,1,30,bomb,5.253
sy4pW1JB6x,2,27,none,5.336
aIxF3S8ZxV,4,26,Bike,5.735
IjHWO1dEX9,2,7,None,5.04
aIxF3S8ZxV,4,27,Car,3.094
m3aEVdBM6t,3,12,weight to lift,13.807
sy4pW1JB6x,2,28,frock,7.856
aIxF3S8ZxV,4,28,Toilet,3.366
IjHWO1dEX9,2,8,None,7.53
sy4pW1JB6x,2,29,pest,4.503
aIxF3S8ZxV,4,29,Sofa,4.943
m3aEVdBM6t,3,13,lemons and limes,9.223
IjHWO1dEX9,2,9,Duck,5.507
sy4pW1JB6x,2,30,car,3.816
aIxF3S8ZxV,4,30,Lion,2.927
m3aEVdBM6t,3,14,elephant,7.176
IjHWO1dEX9,2,10,Blue,6.476
m3aEVdBM6t,3,15,shoes,6.392
IjHWO1dEX9,2,11,Mug,3.625
IjHWO1dEX9,2,12,Rooster,4.787
kcHgY8z2Mr,1,1,  Goat,8.197
m3aEVdBM6t,3,16,pelican,9.351
kcHgY8z2Mr,1,2,Airplane,3.814
m3aEVdBM6t,3,17,soda bottle,8.032
kcHgY8z2Mr,1,3,Ambulance,4.866
kcHgY8z2Mr,1,4,Van,4.225
m3aEVdBM6t,3,18,butterfly,5.935
kcHgY8z2Mr,1,5,Barn,6.2
kcHgY8z2Mr,1,6,Banana,4.21
m3aEVdBM6t,3,19,plants in a lake,21.544
m3aEVdBM6t,3,20,green cup,6.967
kcHgY8z2Mr,1,7,I dont know,16.814
kcHgY8z2Mr,1,8,Bird,4.13
IjHWO1dEX9,2,13,Tennis,26.31
m3aEVdBM6t,3,21,toaster,7.744
kcHgY8z2Mr,1,9,Bridge,3.938
m3aEVdBM6t,3,22,zebra,6.895
kcHgY8z2Mr,1,10,Painting,5.135
m3aEVdBM6t,3,23,gun,5.504
kcHgY8z2Mr,1,11,Toucan,7.963
m3aEVdBM6t,3,24,sunflower,7.335
kcHgY8z2Mr,1,12,fish,3.613
m3aEVdBM6t,3,25,banana,6.383
IjHWO1dEX9,2,14,None,22.626
m3aEVdBM6t,3,26,duckling,7.375
m3aEVdBM6t,3,27,person in canoe,8.247
m3aEVdBM6t,3,28,cello and person playing cello,17.871
IjHWO1dEX9,2,15,None,10.923
M6MDVThEr7,1,1,an animal  ,5.411
m3aEVdBM6t,3,29,3 wristwatches,11.367
IjHWO1dEX9,2,16,None,3.613
M6MDVThEr7,1,2,airplane,3.978
Hhr8aiNb5Z,5,1,  none,20.697
M6MDVThEr7,1,3,ambulance,3.624
m3aEVdBM6t,3,30,toasted bread,9.207
68UPUqgXx5,6,1,  lipstick,6.733
M6MDVThEr7,1,4,van,2.602
Hhr8aiNb5Z,5,2,car,4.439
IjHWO1dEX9,2,17,None,15.213
M6MDVThEr7,1,5,old farmhouse,4.874
67pkvZmLzC,6,1,lipsticks  ,9.166
68UPUqgXx5,6,2,painting,12.64
M6MDVThEr7,1,6,banana face,4.154
WZmnmjCFYF,3,1,  None,7.915
M6MDVThEr7,1,7,tennis ball and car,5.218
WZmnmjCFYF,3,2,spider,4.251
IjHWO1dEX9,2,18,None,12.938
68UPUqgXx5,6,3,none,10.398
rvama1QUSL,3,1,one boy with red color dress  ,31.763
M6MDVThEr7,1,8,eagle and pancake,6.758
WZmnmjCFYF,3,3,monkey,5.097
67pkvZmLzC,6,2,none,26.006
68UPUqgXx5,6,4,clock,6.757
M6MDVThEr7,1,9,bridge,3.914
IjHWO1dEX9,2,19,Ant,5.188
WZmnmjCFYF,3,4,none,4.61
M6MDVThEr7,1,10,crab,4.314
Hhr8aiNb5Z,5,3,heron,45.726
67pkvZmLzC,6,3,gorilla,11.293
M6MDVThEr7,1,11,parrot,3.866
WZmnmjCFYF,3,5,zebra,9.96
rvama1QUSL,3,2,looking like spider or ant,20.875
68UPUqgXx5,6,5,None,17.99
M6MDVThEr7,1,12,fish,3.346
67pkvZmLzC,6,4,none,6.603
WZmnmjCFYF,3,6,crib,4.45
68UPUqgXx5,6,6,hat,3.516
XFhSYIWKaI,3,1,lipstick  ,7.351
M6MDVThEr7,1,13,crawfish,5.967
IjHWO1dEX9,2,20,None,26.105
WZmnmjCFYF,3,7,none,4.173
67pkvZmLzC,6,5,none,7.295
Hhr8aiNb5Z,5,4,Violin,19.553
68UPUqgXx5,6,7,None,5.24
M6MDVThEr7,1,14,eagle,3.459
XFhSYIWKaI,3,2,spider,4.847
68UPUqgXx5,6,8,fan,3.013
tVyIiM81X5,4,1,dog  ,6.814
67pkvZmLzC,6,6,hat,4.261
WZmnmjCFYF,3,8,spider web,6.409
IjHWO1dEX9,2,21,Swing,5.419
68UPUqgXx5,6,9,None,2.062
Hhr8aiNb5Z,5,5,none,10.643
M6MDVThEr7,1,15,snake and snail,5.714
XFhSYIWKaI,3,3,bear,4.766
67pkvZmLzC,6,7,glass,4.531
68UPUqgXx5,6,10,vase,2.485
WZmnmjCFYF,3,9,tiger,5.418
tVyIiM81X5,4,2,squirrel,10.047
68UPUqgXx5,6,11,eye,3.773
WZmnmjCFYF,3,10,trolley,5.695
XFhSYIWKaI,3,4,statue,6.583
67pkvZmLzC,6,8,none,7.466
HrHiUqoVp2,4,1,gorilla  ,7.491
M6MDVThEr7,1,16,hot air balloon and fin,10.961
68UPUqgXx5,6,12,kangaroo,3.553
tVyIiM81X5,4,3,sailboat,7.391
rvama1QUSL,3,3,chimpanzee,48.138
M6MDVThEr7,1,17,whale,3.958
68UPUqgXx5,6,13,oranges,3.789
WZmnmjCFYF,3,11,gorilla,7.436
XFhSYIWKaI,3,5,zebras,5.431
HrHiUqoVp2,4,2,squirral,6.887
Hhr8aiNb5Z,5,6,Whistle,22.907
67pkvZmLzC,6,9,none,9.377
tVyIiM81X5,4,4,fox,5.943
21HzhEvdSp,3,1,  Bullets,35.635
M6MDVThEr7,1,18,barrel and fish,4.491
68UPUqgXx5,6,14,elephant,4.31
WZmnmjCFYF,3,12,clock,4.535
XFhSYIWKaI,3,6,chair,4.863
IjHWO1dEX9,2,22,Car,29.371
HrHiUqoVp2,4,3,boat,7.271
67pkvZmLzC,6,10,none,5.575
tVyIiM81X5,4,5,none,4.895
M6MDVThEr7,1,19,bird and bike,5.265
WZmnmjCFYF,3,13,fruit,4.089
68UPUqgXx5,6,15,snake,5.898
IjHWO1dEX9,2,23,None,3.625
21HzhEvdSp,3,2,spider,9.501
HrHiUqoVp2,4,4,fox,7.258
WZmnmjCFYF,3,14,elephant,4.119
67pkvZmLzC,6,11,gorilla,8.117
M6MDVThEr7,1,20,lawn mower,7.018
68UPUqgXx5,6,16,bird,6.196
XFhSYIWKaI,3,7,none,11.069
WZmnmjCFYF,3,15,none,3.26
HrHiUqoVp2,4,5,"elk
",5.058
68UPUqgXx5,6,17,ant,2.749
67pkvZmLzC,6,12,none,4.421
Hhr8aiNb5Z,5,7,none,24.728
M6MDVThEr7,1,21,turkey,4.678
rvama1QUSL,3,4,girl holding a big coin,31.879
tVyIiM81X5,4,6,none,18.183
68UPUqgXx5,6,18,cheetah,3.106
HrHiUqoVp2,4,6,fox,3.712
WZmnmjCFYF,3,16,pelican,6.055
XFhSYIWKaI,3,8,baloon,8.119
M6MDVThEr7,1,22,shoes,2.677
IjHWO1dEX9,2,24,No ne,11.191
M6MDVThEr7,1,23,owl,3.091
XFhSYIWKaI,3,9,tiger,3.567
HrHiUqoVp2,4,7,fox,6.008
WZmnmjCFYF,3,17,coke bottle,5.662
tVyIiM81X5,4,7,tree stump,9.639
68UPUqgXx5,6,19,human on a boat,10.357
gfqEFD6i54,1,1,Goat  ,12.335
67pkvZmLzC,6,13,grapes,16.13
M6MDVThEr7,1,24,bird,4.902
HrHiUqoVp2,4,8,moon,3.738
XFhSYIWKaI,3,10,bus,3.615
WZmnmjCFYF,3,18,butterfly,4.215
68UPUqgXx5,6,20,pot,4.219
IjHWO1dEX9,2,25,Grapefruit,9.672
HrHiUqoVp2,4,9,elk,3.732
XFhSYIWKaI,3,11,dog,3.935
WZmnmjCFYF,3,19,none,3.314
M6MDVThEr7,1,25,frog and sailboat,6.132
68UPUqgXx5,6,21,piano,3.53
67pkvZmLzC,6,14,animal,9.099
IjHWO1dEX9,2,26,Cat,2.906
WZmnmjCFYF,3,20,cup,5.231
tVyIiM81X5,4,8,stones,18.495
gfqEFD6i54,1,2,Airplane,10.487
HrHiUqoVp2,4,10,eye,4.289
68UPUqgXx5,6,22,zebra,5.6
M6MDVThEr7,1,26,phone booth,9.041
IjHWO1dEX9,2,27,Hut,3.157
67pkvZmLzC,6,15,eye,4.288
WZmnmjCFYF,3,21,none,4.174
HrHiUqoVp2,4,11,elk,4.548
tVyIiM81X5,4,9,bridge,5.711
68UPUqgXx5,6,23,revolver,5.172
M6MDVThEr7,1,27,?,5.904
IjHWO1dEX9,2,28,None,3.461
WZmnmjCFYF,3,22,zebra,3.962
XFhSYIWKaI,3,12,"car counter plate
",20.126
HrHiUqoVp2,4,12,pc,3.825
67pkvZmLzC,6,16,bird,7.729
68UPUqgXx5,6,24,flower,3.873
M6MDVThEr7,1,28,accordian,4.426
gfqEFD6i54,1,3,"Ambulance, Building",15.092
WZmnmjCFYF,3,23,gun,2.994
IjHWO1dEX9,2,29,Plane,4.304
XFhSYIWKaI,3,13,melons,5.718
68UPUqgXx5,6,25,banana,2.803
tVyIiM81X5,4,10,drawings,12.799
M6MDVThEr7,1,29,guitar and corn,4.258
WZmnmjCFYF,3,24,flower,3.524
IjHWO1dEX9,2,30,Car,2.915
68UPUqgXx5,6,26,None,1.914
XFhSYIWKaI,3,14,wolf,5.422
gfqEFD6i54,1,4,Van,8.245
M6MDVThEr7,1,30,ship,3.945
67pkvZmLzC,6,17,insect,11.267
WZmnmjCFYF,3,25,monkey,5.8
68UPUqgXx5,6,27,can,3.849
xYKCERgzDg,3,1,Lipstick  ,3.687
tVyIiM81X5,4,11,squirrel,9.895
rvama1QUSL,3,5,zebra,71.295
XFhSYIWKaI,3,15,shoes,4.223
68UPUqgXx5,6,28,None,1.639
xYKCERgzDg,3,2,spider,2.919
WZmnmjCFYF,3,26,monkey,4.292
HrHiUqoVp2,4,13,elk,22.095
68UPUqgXx5,6,29,None,1.532
tVyIiM81X5,4,12,none,5.447
gfqEFD6i54,1,5,Wooden House,10.31
XFhSYIWKaI,3,16,boat,3.879
68UPUqgXx5,6,30,None,1.7
WZmnmjCFYF,3,27,none,3.276
HrHiUqoVp2,4,14,sky,3.832
xYKCERgzDg,3,3,gorilla,5.726
67pkvZmLzC,6,18,frog,13.993
rvama1QUSL,3,6,hat,7.657
XFhSYIWKaI,3,17,none,5.031
tVyIiM81X5,4,13,lizard,5.863
xYKCERgzDg,3,4,painting,3.68
HrHiUqoVp2,4,15,shell,4.825
WZmnmjCFYF,3,28,person playing cello,7.389
gfqEFD6i54,1,6,Baby,9.303
67pkvZmLzC,6,19,none,4.894
tVyIiM81X5,4,14,none,4.791
XFhSYIWKaI,3,18,butterfly,5.693
21HzhEvdSp,3,3,monkey,110.13
HrHiUqoVp2,4,16,balloon,5.308
WZmnmjCFYF,3,29,watches,5.056
67pkvZmLzC,6,20,cup,5.512
rvama1QUSL,3,7,red carpet,10.022
wJH3OS75iH,6,1,  Lipstick?,4.234
HrHiUqoVp2,4,17,wave,3.863
gfqEFD6i54,1,7,"Car, Tennis Ball",10.148
TxZwVBtgN1,1,1,  monkey,7.733
WZmnmjCFYF,3,30,none,3.968
XFhSYIWKaI,3,19,none,8.479
67pkvZmLzC,6,21,books,6.009
21HzhEvdSp,3,4,coin,10.377
xYKCERgzDg,3,5,zebra,20.235
tVyIiM81X5,4,15,none,14.687
wJH3OS75iH,6,2,A bunch of colors spread out like clouds.,10.684
HrHiUqoVp2,4,18,burger,7.459
XFhSYIWKaI,3,20,bowl,4.431
gfqEFD6i54,1,8,"Hawk, Moon",9.192
67pkvZmLzC,6,22,zebra,5.39
xYKCERgzDg,3,6,chair,4.303
HrHiUqoVp2,4,19,bike,3.624
rvama1QUSL,3,8,table fan,19.286
XFhSYIWKaI,3,21,none,4.998
xYKCERgzDg,3,7,painting,3.606
67pkvZmLzC,6,23,glass,6.662
HrHiUqoVp2,4,20,sand,3.655
gfqEFD6i54,1,9,"Moon, Bridge",10.048
XFhSYIWKaI,3,22,zebra,4.647
TxZwVBtgN1,1,2,cannt see,21.767
wJH3OS75iH,6,4,A clock,3.179
rvama1QUSL,3,9,tiger,6.655
HrHiUqoVp2,4,21,rooster,4.736
wJH3OS75iH,6,5,Bagels?,3.782
67pkvZmLzC,6,24,"flowers
",9.002
xYKCERgzDg,3,9,Tiger,2.75
XFhSYIWKaI,3,23,gun and chains,8.431
tVyIiM81X5,4,16,hot air balloon,28.623
HrHiUqoVp2,4,22,shell,4.715
TxZwVBtgN1,1,3,car,2.858
67pkvZmLzC,6,25,banana,3.853
rvama1QUSL,3,10,bus,6.612
xYKCERgzDg,3,10,Bus,4.065
gfqEFD6i54,1,10,Painting,13.307
wJH3OS75iH,6,6,Cowboy hat on a man,6.033
21HzhEvdSp,3,5,zebra,30.714
HrHiUqoVp2,4,23,dog,3.914
xYKCERgzDg,3,11,Goat,2.67
tVyIiM81X5,4,17,none,7.991
67pkvZmLzC,6,26,none,6.397
HrHiUqoVp2,4,24,dog,3.902
wJH3OS75iH,6,7,A old wagon ,6.938
TxZwVBtgN1,1,4,van,11.312
XFhSYIWKaI,3,24,daisies,13.591
21HzhEvdSp,3,6,crib,9.318
xYKCERgzDg,3,12,Speedometer ,6.279
rvama1QUSL,3,11,black dog,10.483
67pkvZmLzC,6,27,glass,4.141
gfqEFD6i54,1,11,"Tiger, Parrot",12.504
HrHiUqoVp2,4,25,frog,3.29
wJH3OS75iH,6,8,a clock,3.082
xYKCERgzDg,3,13,Eggs,1.933
TxZwVBtgN1,1,5,house,4.66
wJH3OS75iH,6,9,tiger,2.727
HrHiUqoVp2,4,26,blood,5.596
67pkvZmLzC,6,28,none,6.494
21HzhEvdSp,3,7,snake,7.944
rvama1QUSL,3,12,timer,8.22
wJH3OS75iH,6,10,sloth?,3.061
XFhSYIWKaI,3,25,none,14.327
gfqEFD6i54,1,12,"Fish, Computer",9.357
tVyIiM81X5,4,18,barrel,20.686
TxZwVBtgN1,1,6,women,8.507
xYKCERgzDg,3,15,Sandals,3.053
HrHiUqoVp2,4,27,car,3.82
67pkvZmLzC,6,29,none,4.664
wJH3OS75iH,6,11,bear,2.662
xYKCERgzDg,3,16,Flys,2.945
HrHiUqoVp2,4,28,girl,4.02
TxZwVBtgN1,1,7,car,2.804
21HzhEvdSp,3,8,fan,9.47
tVyIiM81X5,4,19,bicycle,6.927
wJH3OS75iH,6,12,kangaroo,3.068
67pkvZmLzC,6,30,none,5.077
XFhSYIWKaI,3,26,animal furry,12.047
xYKCERgzDg,3,17,Coke,4.222
rvama1QUSL,3,13,balls,12.904
wJH3OS75iH,6,13,eggs,1.965
HrHiUqoVp2,4,29,sand,4.246
TxZwVBtgN1,1,8,bird,4.999
tVyIiM81X5,4,20,none,6.319
xYKCERgzDg,3,18,Butterfly,3.581
gfqEFD6i54,1,13,"Gameboy, Scorpian",20.293
HrHiUqoVp2,4,30,lion,3.779
wJH3OS75iH,6,14,elephant,4.788
XFhSYIWKaI,3,27,kayak rowing,6.896
TxZwVBtgN1,1,9,rope,3.72
rvama1QUSL,3,14,elephant,9.941
xYKCERgzDg,3,19,Basket,4.666
wJH3OS75iH,6,15,banana,2.933
XFhSYIWKaI,3,28,violin,4.639
wJH3OS75iH,6,16,swan,2.376
xYKCERgzDg,3,20,Apple,3.488
21HzhEvdSp,3,9,Tiger,23.168
gfqEFD6i54,1,14,"Eagle, Clouds",9.017
TxZwVBtgN1,1,10,art painting,9.42
wJH3OS75iH,6,17,ant,2.098
tVyIiM81X5,4,21,llama,16.558
xYKCERgzDg,3,21,Stapler,3.446
XFhSYIWKaI,3,29,watches -three,9.958
wJH3OS75iH,6,18,cheetah,3.887
rvama1QUSL,3,15,slippers,15.606
xYKCERgzDg,3,22,Zebra,2.629
gfqEFD6i54,1,15,"Snake, Snail",8.527
TxZwVBtgN1,1,11,love bird,6.982
tVyIiM81X5,4,22,shell,5.062
21HzhEvdSp,3,10,Bus,10.5
wJH3OS75iH,6,19,bird?,2.821
XFhSYIWKaI,3,30,bird,5.127
tVyIiM81X5,4,23,owl,4.064
k78RC6dLQi,3,1,None,37.772
xYKCERgzDg,3,23,Necklace,5.293
TxZwVBtgN1,1,12,chair,7.006
wJH3OS75iH,6,20,bucket,5.427
xYKCERgzDg,3,24,Flower,2.661
rvama1QUSL,3,16,duck,12.425
tVyIiM81X5,4,24,frog,7.045
TxZwVBtgN1,1,13,machine,4.819
wJH3OS75iH,6,21,piano,4.051
xYKCERgzDg,3,25,Elephant,3.632
gfqEFD6i54,1,16,"Air Balloon, Whale Tail",16.394
k78RC6dLQi,3,2,mosquito,8.839
tVyIiM81X5,4,25,frog,3.775
TxZwVBtgN1,1,14,bird,4.257
xYKCERgzDg,3,26,Zebra,3.472
k78RC6dLQi,3,3,None,4.673
wJH3OS75iH,6,22,zebra,8.965
gfqEFD6i54,1,17,Whale,8.536
tVyIiM81X5,4,26,none,4.565
xYKCERgzDg,3,27,Kayak,3.647
rvama1QUSL,3,17,red bag,12.776
wJH3OS75iH,6,23,gun,2.812
k78RC6dLQi,3,4,elf,3.517
TxZwVBtgN1,1,15,art design,9.711
xYKCERgzDg,3,28,Cello,3.079
tVyIiM81X5,4,27,lion,5.207
wJH3OS75iH,6,24,flower,2.919
gfqEFD6i54,1,18,Barrel,7.063
k78RC6dLQi,3,5,zebras,5.591
rvama1QUSL,3,18,butterfly,8.42
xYKCERgzDg,3,29,Watch,4.158
tVyIiM81X5,4,28,elephant,5.438
TxZwVBtgN1,1,16,gas ballon ride,10.091
wJH3OS75iH,6,25,banana and apple,4.505
xYKCERgzDg,3,30,Orange juice,6.366
tVyIiM81X5,4,29,none,4.463
rvama1QUSL,3,19,ship,8.665
gfqEFD6i54,1,19,Bicycle,8.411
TxZwVBtgN1,1,17,bird,5.17
k78RC6dLQi,3,6,chair,2.982
wJH3OS75iH,6,26,fighter jet?,5.794
tVyIiM81X5,4,30,lion,5.903
TxZwVBtgN1,1,18,bottle,7.514
rvama1QUSL,3,20,bucket,8.845
uLVCenWW8B,3,1,grass,6.789
k78RC6dLQi,3,7,None,6.23
21HzhEvdSp,3,11,none,21.074
TxZwVBtgN1,1,19,bicycle,14.437
uLVCenWW8B,3,2,spider,4.207
gfqEFD6i54,1,20,No image was shown unless I blinked and missed it.,26.755
k78RC6dLQi,3,8,None,4.469
rvama1QUSL,3,21,some instrument,17.03
TxZwVBtgN1,1,20,watch,7.171
wJH3OS75iH,6,27,cup,5.752
k78RC6dLQi,3,9,tiger,3.502
uLVCenWW8B,3,3,chimp,8.447
wJH3OS75iH,6,28,N/A,3.306
rvama1QUSL,3,22,zebra,7.001
gfqEFD6i54,1,21,Rooster,7.706
TxZwVBtgN1,1,21,bird,4.111
k78RC6dLQi,3,10,None,3.574
k78RC6dLQi,3,11,None,3.008
wJH3OS75iH,6,29,doorknob?,4.242
TxZwVBtgN1,1,22,cat,4.305
uLVCenWW8B,3,4,cowboy hat,9.892
21HzhEvdSp,3,12,watch,27.181
wJH3OS75iH,6,30,cat,3.439
uLVCenWW8B,3,5,zebra,3.854
TxZwVBtgN1,1,23,monkey,5.087
rvama1QUSL,3,23,necklace,13.115
gfqEFD6i54,1,22,Zebra,12.152
k78RC6dLQi,3,12,speedometer,6.098
uLVCenWW8B,3,6,chair,4.589
k78RC6dLQi,3,13,fruit,3.926
TxZwVBtgN1,1,24,animal,7.656
gfqEFD6i54,1,23,"Owl, Boat",7.882
rvama1QUSL,3,24,flowers,8.603
k78RC6dLQi,3,14,None,3.241
TxZwVBtgN1,1,25,butterfly,5.97
21HzhEvdSp,3,13,eggs,23.315
gfqEFD6i54,1,24,Bird,9.178
uLVCenWW8B,3,7,carriage,21.897
