Code,Condition,Image id ,Subject's answer,Reaction time
Ziq2I2Zngx,3,29,watch,2.687
JE269JxLCz,3,5,an animal,10.637
vQIBsb3md7,4,19,bike,3.167
bRpVYtBLMu,1,29,guitar,1.742
JX6mXZBVPp,3,25,person underwater,6.385
3PH81U1jiF,2,6,wheel,7.258
cTf4la8gVs,3,24,Flowers,2.215
Sf3NiTXJSK,4,16,hot air balloon,4.267
s4Pwmjg4fc,3,22,zebra,4.168
bXEtETU6Qt,4,12,DESIGNS,3.856
HUQHarIZ7m,5,14,none,7.532
QOZjnImJP7,3,1,  AN ANIMAL OPEN MOUTH,28.401
dsHGay6d9N,1,16,balloon,4.86
BGKQbtnYow,1,4,van,4.189
Pajvead0Xy,2,2,A boy,5.211
aNnBYSyarx,3,2,spider,5.909
sDDDfadoVQ,3,10,BUILDING,5.016
bRpVYtBLMu,1,30,boat,2.083
JE269JxLCz,3,6,chair,4.363
cTf4la8gVs,3,25,Woman,2.843
JX6mXZBVPp,3,26,airplane,3.592
vQIBsb3md7,4,20,lion,3.649
3PH81U1jiF,2,7,none,3.428
llzcDDrXab,3,15,shoes,6.059
XtYTJbr2Sv,2,9,washing machine,8.047
HGFUIeHgYI,4,14,none,16.249
HUQHarIZ7m,5,15,none,5.18
cTf4la8gVs,3,26,Chick,2.081
Sf3NiTXJSK,4,17,none,6.195
Ziq2I2Zngx,3,30,plate,4.237
dsHGay6d9N,1,17,whale,5.245
BGKQbtnYow,1,5,building,4.783
s4Pwmjg4fc,3,23,gun revolver,7.48
3PH81U1jiF,2,8,piano,2.946
bXEtETU6Qt,4,13,ARCHIITECTURE,6.792
QOZjnImJP7,3,2,SPIDER,6.298
llzcDDrXab,3,16,none,1.751
vQIBsb3md7,4,21,rooster,4.155
JE269JxLCz,3,7,none,3.424
JX6mXZBVPp,3,27,boat on water,5.571
FkQ8CQsC6G,2,9,mallard duck on the edge of a creek/river by a tressel,35.638
sDDDfadoVQ,3,11,MONKEY,4.992
cTf4la8gVs,3,27,Boat,2.29
HGFUIeHgYI,4,15,shell,3.063
3PH81U1jiF,2,9,duck,2.926
Sf3NiTXJSK,4,18,can,3.934
HUQHarIZ7m,5,16,grass,5.002
BGKQbtnYow,1,6,human,3.827
llzcDDrXab,3,17,none,2.993
dsHGay6d9N,1,18,barrell,5.313
cTf4la8gVs,3,28,Cello,2.185
vQIBsb3md7,4,22,shell,3.877
s4Pwmjg4fc,3,24,daisy,5.816
XtYTJbr2Sv,2,10,none,7.229
vgdYBs5pkv,2,1,bear,26.518
FkQ8CQsC6G,2,10,none,4.825
JX6mXZBVPp,3,28,violin or guitar,6.568
cTf4la8gVs,3,29,Watch,1.588
bXEtETU6Qt,4,14,ARCHITECTURE,8.647
HGFUIeHgYI,4,16,hot air balloon,6.56
sDDDfadoVQ,3,12,WALL CLOCK,6.238
k2CpdQBSGL,4,1,sloth  ,3.004
llzcDDrXab,3,18,none,2.597
QOZjnImJP7,3,3,"MONKEY, CLOCK",9.611
Sf3NiTXJSK,4,19,bicycle,5.052
HUQHarIZ7m,5,17,mushroom,4.553
vQIBsb3md7,4,23,owl,3.106
BGKQbtnYow,1,7,old car,5.074
dsHGay6d9N,1,19,bike,4.222
cTf4la8gVs,3,30,Cup,1.227
JX6mXZBVPp,3,29,watch,3.181
XtYTJbr2Sv,2,11,pitcher,4.782
sDDDfadoVQ,3,13,NONE,3.232
k2CpdQBSGL,4,2,squirrel,2.274
HGFUIeHgYI,4,17,plane,3.362
yVLKMGLKZW,1,16,Hot air balloon,31.21
llzcDDrXab,3,19,none,2.252
s4Pwmjg4fc,3,25,scuba diver,8.018
bXEtETU6Qt,4,15,DESIGN,4.704
BGKQbtnYow,1,8,none,3.468
vQIBsb3md7,4,24,deer,4.219
HUQHarIZ7m,5,18,animal,5.307
JX6mXZBVPp,3,30,dog,2.552
Sf3NiTXJSK,4,20,whiskers,6.06
k2CpdQBSGL,4,3,boat,2.144
3PH81U1jiF,2,10,iron,16.237
dsHGay6d9N,1,20,cheetah,6.967
llzcDDrXab,3,20,none,1.779
yVLKMGLKZW,1,17,Water,3.767
sDDDfadoVQ,3,14,NONE,4.008
BGKQbtnYow,1,9,none,2.923
bXEtETU6Qt,4,16,BALOON,4.929
Sf3NiTXJSK,4,21,rooster,3.245
k2CpdQBSGL,4,4,bunny,2.261
3PH81U1jiF,2,11,mug,2.435
s4Pwmjg4fc,3,26,walrus,7.592
HUQHarIZ7m,5,19,bird,4.905
vQIBsb3md7,4,25,frog,3.061
HGFUIeHgYI,4,18,barrel ,8.911
5x6sdj23ig,4,1,Lamb  ,2.51
JE269JxLCz,3,8,fan,6.401
BGKQbtnYow,1,10,none,2.687
dsHGay6d9N,1,21,rooster,5.435
sDDDfadoVQ,3,15,"NONE
",3.407
yVLKMGLKZW,1,18,Barrel,5.454
llzcDDrXab,3,21,printer,5.842
k2CpdQBSGL,4,5,horns,2.484
QOZjnImJP7,3,4,GIRL WITH HAT WITH CLOCK,17.264
vQIBsb3md7,4,26,flower,2.753
FkQ8CQsC6G,2,11,a mug with beer,23.102
HGFUIeHgYI,4,19,bicycle,3.203
Sf3NiTXJSK,4,22,none,4.424
aNnBYSyarx,3,3,bear,41.797
HUQHarIZ7m,5,20,nothing,5.224
BGKQbtnYow,1,11,none,2.761
vgdYBs5pkv,2,2,"Boy, gun",20.776
k2CpdQBSGL,4,6,banana,2.118
XtYTJbr2Sv,2,12,rooster,4.566
sDDDfadoVQ,3,16,NONE,3.72
dsHGay6d9N,1,22,none,4.558
JE269JxLCz,3,9,tiger,5.791
llzcDDrXab,3,22,zebra,3.82
s4Pwmjg4fc,3,27,boy in a canoe ,9.928
3PH81U1jiF,2,12,cock,10.529
Sf3NiTXJSK,4,23,owl,3.048
5x6sdj23ig,4,2,squirrel,4.896
vQIBsb3md7,4,27,train tracks,4.789
QOZjnImJP7,3,5,ZEBRA,5.355
BGKQbtnYow,1,12,none,2.912
mYbqqeWFXJ,4,1,  mountain goat,8.627
aNnBYSyarx,3,4,watch,4.659
k2CpdQBSGL,4,7,apple,2.986
HUQHarIZ7m,5,21,nothing,4.401
bXEtETU6Qt,4,17,NATURE,3.188
XtYTJbr2Sv,2,13,bench,3.806
dsHGay6d9N,1,23,owl,3.834
JE269JxLCz,3,10,bus,3.799
FkQ8CQsC6G,2,12,a black rooster,8.857
Sf3NiTXJSK,4,24,none,3.429
sDDDfadoVQ,3,17,NONE,5.711
llzcDDrXab,3,23,none,4.217
5x6sdj23ig,4,3,leaf,2.686
vQIBsb3md7,4,28,child,3.106
BGKQbtnYow,1,13,none,3.063
k2CpdQBSGL,4,8,bowl,2.033
yVLKMGLKZW,1,19,Bicycle,13.188
QOZjnImJP7,3,6,CHAIR,4.569
HUQHarIZ7m,5,22,hamster,4.158
bXEtETU6Qt,4,18,BOTTLE,4.104
mYbqqeWFXJ,4,2,squirrel,5.853
3PH81U1jiF,2,13,none,3.757
JE269JxLCz,3,11,monkey,4.066
aNnBYSyarx,3,5,zebra,7.676
HGFUIeHgYI,4,20,cat,16.284
dsHGay6d9N,1,24,bird,4.641
BGKQbtnYow,1,14,none,3.128
Pajvead0Xy,2,3,Turkey,57.837
ulRrqzvnAw,1,1,ram  ,5.851
vQIBsb3md7,4,29,n/a,3.874
sDDDfadoVQ,3,18,BUTTERFLY,5.761
s4Pwmjg4fc,3,28,woman playing a chello,12.823
Sf3NiTXJSK,4,25,monkey,6.473
llzcDDrXab,3,24,flower,4.474
3PH81U1jiF,2,14,bus,2.519
yVLKMGLKZW,1,20,None,3.606
HUQHarIZ7m,5,23,bell,3.548
bXEtETU6Qt,4,19,CYCLE,3.752
p2GpeymmlW,6,1,  lipstick,8.818
QOZjnImJP7,3,7,ROOM,5.409
mYbqqeWFXJ,4,3,sailboat,5.054
5x6sdj23ig,4,4,rabbit,3.713
BGKQbtnYow,1,15,none,2.681
HGFUIeHgYI,4,21,rooster,4.014
k2CpdQBSGL,4,10,"snail, painting",3.61
vQIBsb3md7,4,30,lion,3.81
sDDDfadoVQ,3,19,NONE,3.471
llzcDDrXab,3,25,none,3.138
dsHGay6d9N,1,25,sailboat,5.913
3PH81U1jiF,2,15,none,3.294
yVLKMGLKZW,1,21,Chicken,3.095
ulRrqzvnAw,1,2,airplane,4.485
aNnBYSyarx,3,6,chair,4.513
Sf3NiTXJSK,4,26,none,5.332
s4Pwmjg4fc,3,29,3 watches,5.439
bXEtETU6Qt,4,20,NATURE,3.728
JE269JxLCz,3,12,speed odometer,9.531
HUQHarIZ7m,5,24,soccer ball,5.09
HGFUIeHgYI,4,22,shell,2.521
mYbqqeWFXJ,4,4,fox,3.726
Pajvead0Xy,2,4,Statue of Liberty,8.682
vgdYBs5pkv,2,3,None,7.039
5x6sdj23ig,4,5,Bird,4.078
sDDDfadoVQ,3,20,NONE,2.977
llzcDDrXab,3,26,none,2.057
QOZjnImJP7,3,8,TABLE FAN,6.01
rXOMvcsRqT,4,1,doll  ,39.209
3PH81U1jiF,2,16,bear,2.835
p2GpeymmlW,6,2,painting,6.802
k2CpdQBSGL,4,11,"toilet, toilet paper",5.029
bXEtETU6Qt,4,21,CAT,3.224
aNnBYSyarx,3,7,window,5.211
yVLKMGLKZW,1,22,"None
 ",5.604
HUQHarIZ7m,5,25,lemon,3.357
dsHGay6d9N,1,26,phonebooth,6.227
HGFUIeHgYI,4,23,owl,3.186
ulRrqzvnAw,1,3,ambulance,5.538
llzcDDrXab,3,27,none,1.851
sDDDfadoVQ,3,21,NONE,2.856
Sf3NiTXJSK,4,27,fox,5.692
5x6sdj23ig,4,6,banana,3.15
JE269JxLCz,3,13,fruit in a bowl,7.278
mYbqqeWFXJ,4,5,deer,5.051
k2CpdQBSGL,4,12,"computer, desk",3.1
Pajvead0Xy,2,5,Piano,4.577
QOZjnImJP7,3,9,TIGER,3.939
yVLKMGLKZW,1,23,Owl,2.935
FkQ8CQsC6G,2,13,a wooden park bench with metal arms and legs in front of some shrubs,27.96
s4Pwmjg4fc,3,30,cup of tea,5.885
HGFUIeHgYI,4,24,sink,2.983
p2GpeymmlW,6,3,none,5.997
dsHGay6d9N,1,27,bus,4.065
XtYTJbr2Sv,2,14,bus,10.951
rXOMvcsRqT,4,2,dog,6.911
3PH81U1jiF,2,17,football player,9.582
k2CpdQBSGL,4,13,phone,2.968
sDDDfadoVQ,3,22,ZEEBRA,4.215
ulRrqzvnAw,1,4,vw van,6.772
5oJo1DEpdM,1,1,badger  ,6.661
5x6sdj23ig,4,7,None,4.542
Sf3NiTXJSK,4,28,none,5.406
HGFUIeHgYI,4,25,frog,2.435
aNnBYSyarx,3,8,sphere,7.382
JE269JxLCz,3,14,monkey,5.169
mYbqqeWFXJ,4,6,banana,5.327
QOZjnImJP7,3,10,BUS,4.55
llzcDDrXab,3,28,musician,7.064
HUQHarIZ7m,5,26,nothing,9.599
k2CpdQBSGL,4,14,laptop,2.769
BGKQbtnYow,1,16,hot air balloon,25.401
vgdYBs5pkv,2,4,Statue,17.015
Pajvead0Xy,2,6,Spider Web,9.425
3PH81U1jiF,2,18,none,3.696
Sf3NiTXJSK,4,29,corn,3.358
p2GpeymmlW,6,4,watch,8.029
yVLKMGLKZW,1,24,Animal,9.718
sDDDfadoVQ,3,23,NONE,3.01
HGFUIeHgYI,4,26,tomato,4.108
llzcDDrXab,3,29,none,2.745
bXEtETU6Qt,4,22,DOG,8.448
mYbqqeWFXJ,4,7,apple,4.649
JE269JxLCz,3,15,a bug,5.222
HUQHarIZ7m,5,27,mountains,5.095
aNnBYSyarx,3,9,tiger,4.333
ulRrqzvnAw,1,5,old barn,6.715
FkQ8CQsC6G,2,14,a school bus in front of trees,12.275
k2CpdQBSGL,4,15,shell,3.082
dsHGay6d9N,1,28,accordian,10.762
5oJo1DEpdM,1,2,airplane,6.841
QOZjnImJP7,3,11,GOAT,6.877
5x6sdj23ig,4,8,none,7.566
3PH81U1jiF,2,19,bug,2.717
HGFUIeHgYI,4,27,car,2.43
mdstdMMcOv,6,1,A plus sign.  ,14.338
BGKQbtnYow,1,17,penguin?,5.553
llzcDDrXab,3,30,none,2.5
yVLKMGLKZW,1,25,None,4.607
sDDDfadoVQ,3,24,FLOWER,4.799
Sf3NiTXJSK,4,30,lion,4.008
7nKhz0ORz4,4,1,  bear,10.741
bXEtETU6Qt,4,23,MONKEY,4.488
vgdYBs5pkv,2,5,keyboard,6.404
mYbqqeWFXJ,4,8,moon,4.997
JE269JxLCz,3,16,a bird,5.319
k2CpdQBSGL,4,16,hot air balloon,3.55
HUQHarIZ7m,5,28,beach,5.039
3PH81U1jiF,2,20,car,2.846
5x6sdj23ig,4,9,bridge,2.703
dsHGay6d9N,1,29,guitar,4.466
p2GpeymmlW,6,5,mushroom,7.999
HGFUIeHgYI,4,28,toilet,4.264
5oJo1DEpdM,1,3,ambulance,5.638
BGKQbtnYow,1,18,bowl,3.418
FkQ8CQsC6G,2,15,none,6.476
aNnBYSyarx,3,10,bus,8.147
sDDDfadoVQ,3,25,NONE,3.145
bXEtETU6Qt,4,24,CAT,3.36
ulRrqzvnAw,1,6,banana and I think a baby,9.735
HUQHarIZ7m,5,29,plane,3.539
mYbqqeWFXJ,4,9,bridge,4.521
dsHGay6d9N,1,30,none,2.803
5x6sdj23ig,4,10,owl,2.542
HGFUIeHgYI,4,29,corn,3.299
JE269JxLCz,3,17,a bottle,6.149
zpaKr1qZ0O,3,1,lipstick  ,13.579
QOZjnImJP7,3,12,CLOCK,8.449
5oJo1DEpdM,1,4,van,3.676
sDDDfadoVQ,3,26,NONE,2.928
BGKQbtnYow,1,19,bicycle,4.654
p2GpeymmlW,6,6,hat,6.372
yVLKMGLKZW,1,26,Phone booth,10.958
HUQHarIZ7m,5,30,car,2.377
bXEtETU6Qt,4,25,NATURE,4.584
7nKhz0ORz4,4,2,squirrel,10.306
HGFUIeHgYI,4,30,lion,2.799
mYbqqeWFXJ,4,10,duck,4.018
k2CpdQBSGL,4,18,barrel,2.507
XtYTJbr2Sv,2,15,none,4.84
5x6sdj23ig,4,11,skull,2.985
aNnBYSyarx,3,11,koala bear,8.586
vgdYBs5pkv,2,6,Disc,13.607
BGKQbtnYow,1,20,none,3.533
zpaKr1qZ0O,3,2,spider,4.817
sDDDfadoVQ,3,27,NONE,3.423
QOZjnImJP7,3,13,LEMON,4.795
yVLKMGLKZW,1,27,None,3.406
JE269JxLCz,3,18,a butterfly,6.188
ulRrqzvnAw,1,7,tennis ball and car,8.221
TNMmCQGbe0,5,1,round  ,4.378
5oJo1DEpdM,1,5,house,6.027
p2GpeymmlW,6,7,none,5.028
3PH81U1jiF,2,21,rocker,16.262
Pajvead0Xy,2,7,Motorcycle,7.11
k2CpdQBSGL,4,19,bicycle,2.367
bXEtETU6Qt,4,26,FLOWER,4.68
mYbqqeWFXJ,4,11,toilet,4.043
FkQ8CQsC6G,2,16,a brown bear with bars in front of him,16.506
5x6sdj23ig,4,12,gun,4.73
3PH81U1jiF,2,22,car,1.83
7nKhz0ORz4,4,3,graphics,7.838
yVLKMGLKZW,1,28,Person,3.191
aNnBYSyarx,3,12,speedometer,6.144
BGKQbtnYow,1,21,rooster,5.466
vgdYBs5pkv,2,7,None,5.412
JE269JxLCz,3,19,butterfly,4.769
k2CpdQBSGL,4,20,cheetah,2.645
sDDDfadoVQ,3,28,GUITAR,5.144
zpaKr1qZ0O,3,3,monkey,6.43
bXEtETU6Qt,4,27,CAT,3.386
TNMmCQGbe0,5,2,mountain,4.865
p2GpeymmlW,6,8,fan,5.789
3PH81U1jiF,2,23,cock,2.773
mYbqqeWFXJ,4,12,keys,4.945
5x6sdj23ig,4,13,robot,2.863
5oJo1DEpdM,1,6,baby and banana,8.349
QOZjnImJP7,3,14,ELEPHANT,6.666
yVLKMGLKZW,1,29,Guitar,2.687
BGKQbtnYow,1,22,shoes,3.549
k2CpdQBSGL,4,21,"rooster
",2.715
tQrEb1Ad1g,2,1,  GOOD IMAGE,59.495
Pajvead0Xy,2,8,None,8.806
sDDDfadoVQ,3,29,WATCH,3.407
aNnBYSyarx,3,13,lemons,4.863
pNVAWgedoE,5,1,It looked like a tiger print but with clock or something in it.   ,27.398
bXEtETU6Qt,4,28,NATURE,3.504
vgdYBs5pkv,2,8,None,6.261
3PH81U1jiF,2,24,none,3.135
7nKhz0ORz4,4,4,fox,6.216
yVLKMGLKZW,1,30,Boat,2.583
k2CpdQBSGL,4,22,snail,2.341
p2GpeymmlW,6,9,none,5.378
BGKQbtnYow,1,23,none,3.708
5x6sdj23ig,4,14,none,3.679
zpaKr1qZ0O,3,4,female,7.732
5oJo1DEpdM,1,7,car,3.421
TNMmCQGbe0,5,3,parrot,5.136
ulRrqzvnAw,1,8,pizza,4.812
mYbqqeWFXJ,4,13,telephone,5.727
QOZjnImJP7,3,15,FACE,4.898
sDDDfadoVQ,3,30,NONE,3.097
Pajvead0Xy,2,9,Duck,3.32
JE269JxLCz,3,20,a cup or a flowerpot,11.957
pZWzvDX1TG,5,3,bird,4.871
FkQ8CQsC6G,2,17,a football player with a helmet on,14.477
mdstdMMcOv,6,2,Something blue/purple,38.577
3PH81U1jiF,2,25,mug,3.273
k2CpdQBSGL,4,23,owl,1.769
bXEtETU6Qt,4,29,DOG,3.944
5oJo1DEpdM,1,8,eagle,2.848
aNnBYSyarx,3,14,elephant,7.585
5x6sdj23ig,4,15,snail,2.783
zpaKr1qZ0O,3,5,zebra,3.481
mYbqqeWFXJ,4,14,eagle,4.137
JE269JxLCz,3,21,none,3.49
k2CpdQBSGL,4,24,sink,2.065
7nKhz0ORz4,4,5,bird,7.518
Pajvead0Xy,2,10,None,5.342
p2GpeymmlW,6,10,painting,7.134
tQrEb1Ad1g,2,2,ONE BOY,9.887
BGKQbtnYow,1,24,turkey?,8.053
ulRrqzvnAw,1,9,bridge and eagle,7.11
TNMmCQGbe0,5,4,angor,6.571
3PH81U1jiF,2,26,some animal,5.131
bXEtETU6Qt,4,30,MONKEY,4.56
pZWzvDX1TG,5,4,anchor,6.145
FkQ8CQsC6G,2,18,none,5.295
k2CpdQBSGL,4,25,slug,1.871
aNnBYSyarx,3,15,sandals,4.39
5oJo1DEpdM,1,9,fence,5.419
zpaKr1qZ0O,3,6,bench,5.368
mYbqqeWFXJ,4,15,snail,4.079
5x6sdj23ig,4,16,hot air balloon,6.142
pNVAWgedoE,5,2,"Semi-truck on the road, blue sky",16.979
3PH81U1jiF,2,27,none,3.055
JE269JxLCz,3,22,zebra,5.626
QOZjnImJP7,3,16,"WATER, DUCK",12.544
Pajvead0Xy,2,11,None,4.782
vgdYBs5pkv,2,9,Duck,17.28
p2GpeymmlW,6,11,bird,5.94
mdstdMMcOv,6,3,A leopard.,11.708
BGKQbtnYow,1,25,sailboat?,5.415
TNMmCQGbe0,5,5,tree,5.924
5x6sdj23ig,4,17,none,2.143
7nKhz0ORz4,4,6,sparrow,9.174
3PH81U1jiF,2,28,boat,2.528
5oJo1DEpdM,1,10,crab,4.366
k2CpdQBSGL,4,27,cat,2.17
mYbqqeWFXJ,4,16,hot air balloon,6.637
aNnBYSyarx,3,16,pelican,8.271
zpaKr1qZ0O,3,7,none,7.774
pNVAWgedoE,5,3,flamingo,6.174
FkQ8CQsC6G,2,19,a flying insect,10.944
BGKQbtnYow,1,26,none,3.271
QOZjnImJP7,3,17,DRINK,5.527
JE269JxLCz,3,23,none,7.259
3PH81U1jiF,2,29,bug,3.736
5x6sdj23ig,4,18,light bulb,3.55
p2GpeymmlW,6,12,kangaroo,6.979
vgdYBs5pkv,2,10,None,7.043
5oJo1DEpdM,1,11,parrot,4.31
mdstdMMcOv,6,4,A clock face.,7.339
BGKQbtnYow,1,27,car,2.61
zpaKr1qZ0O,3,8,fan,3.389
TNMmCQGbe0,5,6,monkey,7.85
7nKhz0ORz4,4,7,insects,7.871
3PH81U1jiF,2,30,car,2.55
JE269JxLCz,3,24,flowers,4.177
aNnBYSyarx,3,17,soda bottle,6.303
pNVAWgedoE,5,4,violin,6.756
QOZjnImJP7,3,18,BUTTERFLY,6.257
BGKQbtnYow,1,28,none,3.179
mYbqqeWFXJ,4,17,shells,9.617
zpaKr1qZ0O,3,9,tiger,3.655
5oJo1DEpdM,1,12,metal tool,6.076
mdstdMMcOv,6,5,Donuts,4.082
5x6sdj23ig,4,19,bicycle,7.728
k2CpdQBSGL,4,30,lion,1.625
TNMmCQGbe0,5,7,rock,5.087
7nKhz0ORz4,4,8,moon,4.998
JE269JxLCz,3,25,none,5.047
Pajvead0Xy,2,12,Chicken,4.695
vgdYBs5pkv,2,11,Painting,9.518
BGKQbtnYow,1,29,none,2.244
p2GpeymmlW,6,13,balls,11.586
aNnBYSyarx,3,18,butterfly,6.572
zpaKr1qZ0O,3,10,bus,3.644
pZWzvDX1TG,5,5,nothing,8.728
BGKQbtnYow,1,30,none,2.318
5x6sdj23ig,4,20,cat,4.11
pNVAWgedoE,5,5,carpet,9.459
mYbqqeWFXJ,4,18,wooden barrel,8.651
Pajvead0Xy,2,13,None,3.478
5oJo1DEpdM,1,13,telephone,8.019
QOZjnImJP7,3,19,"WATER, BOAT",10.234
mdstdMMcOv,6,6,Cowboy hat.,7.467
zpaKr1qZ0O,3,11,dog,2.343
7nKhz0ORz4,4,9,snake,4.864
JE269JxLCz,3,26,baby bird,5.665
aNnBYSyarx,3,19,boat,4.007
p2GpeymmlW,6,14,rabbit,7.202
pZWzvDX1TG,5,6,key,5.216
Pajvead0Xy,2,14,Bus,3.143
5x6sdj23ig,4,21,Rooster,4.336
TNMmCQGbe0,5,8,sail,11.479
5oJo1DEpdM,1,14,bird,4.198
mYbqqeWFXJ,4,19,bicycle,4.449
7nKhz0ORz4,4,10,painting,5.774
QOZjnImJP7,3,20,VESSEL,7.078
p2GpeymmlW,6,15,none,4.732
aNnBYSyarx,3,20,pail,6.359
Pajvead0Xy,2,15,None,4.375
5x6sdj23ig,4,22,Snail,2.574
5oJo1DEpdM,1,15,snake,2.814
JE269JxLCz,3,27,a person; some water,10.322
FkQ8CQsC6G,2,20,an red antique chevy pickup truck,35.618
zpaKr1qZ0O,3,12,clock,12.488
TNMmCQGbe0,5,9,duck,6.2
mYbqqeWFXJ,4,20,cheetah,6.415
5x6sdj23ig,4,23,monkey,3.52
pNVAWgedoE,5,6,"garbage, a skull",19.72
p2GpeymmlW,6,16,flamingo,6.602
7nKhz0ORz4,4,11,painting,9.143
zpaKr1qZ0O,3,13,lemon,4.085
5oJo1DEpdM,1,16,hot air balloon,6.278
Pajvead0Xy,2,16,None,6.608
mYbqqeWFXJ,4,21,rooster,3.892
QOZjnImJP7,3,21,CANT SAY,12.272
TNMmCQGbe0,5,10,pipe,6.712
aNnBYSyarx,3,21,buckle,11.545
zpaKr1qZ0O,3,14,dog,3.657
p2GpeymmlW,6,17,spider,5.154
7nKhz0ORz4,4,12,painting,5.399
5x6sdj23ig,4,24,none,3.775
FkQ8CQsC6G,2,21,a wooden swingset,12.792
5oJo1DEpdM,1,17,whale,5.142
mYbqqeWFXJ,4,22,snail,3.344
JE269JxLCz,3,28,a man and a violin,16.23
aNnBYSyarx,3,22,zebra,4.739
TNMmCQGbe0,5,11,elephant,5.404
zpaKr1qZ0O,3,15,sandals,4.835
QOZjnImJP7,3,22,ZEBRA,4.452
5x6sdj23ig,4,25,frog,2.224
Pajvead0Xy,2,17,Football Player,11.756
mYbqqeWFXJ,4,23,owl,4.023
5oJo1DEpdM,1,18,barrel,3.995
7nKhz0ORz4,4,13,cells,6.054
p2GpeymmlW,6,18,fish,9.861
aNnBYSyarx,3,23,chain,5.402
JE269JxLCz,3,29,three watches,6.845
zpaKr1qZ0O,3,16,water,5.629
5x6sdj23ig,4,26,tree,2.574
Pajvead0Xy,2,18,None,3.895
QOZjnImJP7,3,23,GUN,4.616
5oJo1DEpdM,1,19,bird,4.569
TNMmCQGbe0,5,12,path,7.387
7nKhz0ORz4,4,14,painting,5.368
5x6sdj23ig,4,27,none,2.303
p2GpeymmlW,6,19,dog,6.125
zpaKr1qZ0O,3,17,bottle,4.418
mYbqqeWFXJ,4,24,sink,11.029
JE269JxLCz,3,30,none,6.252
aNnBYSyarx,3,24,flower daisy,8.214
5oJo1DEpdM,1,20,leopard,5.918
QOZjnImJP7,3,24,"FLOWER, VIOLIN",6.694
5x6sdj23ig,4,28,none,2.254
TNMmCQGbe0,5,13,square,6.649
zpaKr1qZ0O,3,18,butterfly,4.438
pNVAWgedoE,5,7,guts,39.301
p2GpeymmlW,6,20,kettle,8.656
mYbqqeWFXJ,4,25,frog,3.817
5x6sdj23ig,4,29,none,3.422
vgdYBs5pkv,2,12,None,73.694
zpaKr1qZ0O,3,19,person,4.957
5x6sdj23ig,4,30,none,2.366
TNMmCQGbe0,5,14,building,8.935
7nKhz0ORz4,4,15,none,11.791
5oJo1DEpdM,1,21,chicken,3.905
p2GpeymmlW,6,21,piano,6.136
pNVAWgedoE,5,8,hourglass,7.713
mYbqqeWFXJ,4,26,chicken,8.424
zpaKr1qZ0O,3,20,cup,4.38
Pajvead0Xy,2,19,Beetle,30.028
TNMmCQGbe0,5,15,sky,4.419
aNnBYSyarx,3,26,spider,7.023
5oJo1DEpdM,1,22,moth,6.691
RbdmVTToe7,1,1,lion  ,10.527
QOZjnImJP7,3,25,CANT SAY,22.316
zpaKr1qZ0O,3,21,toaster,3.534
pZWzvDX1TG,5,7,deer,7.28
mYbqqeWFXJ,4,27,race car,5.236
pNVAWgedoE,5,9,duck,5.518
Pajvead0Xy,2,20,Car,2.563
7nKhz0ORz4,4,16,parachute,9.271
c4lV9PS3Gr,1,1,Dog,4.736
p2GpeymmlW,6,22,zebra,5.954
5oJo1DEpdM,1,23,owl,3.118
TNMmCQGbe0,5,16,tree,5.037
mYbqqeWFXJ,4,28,eye,3.242
FkQ8CQsC6G,2,23,a multicolored rooster,16.776
aNnBYSyarx,3,27,boat,6.223
RbdmVTToe7,1,2,plane,3.166
Pajvead0Xy,2,21,None,3.184
zpaKr1qZ0O,3,22,zebra,5.48
QOZjnImJP7,3,26,MONKEY,4.681
c4lV9PS3Gr,1,2,Airplane,4.175
7nKhz0ORz4,4,17,none,4.958
pZWzvDX1TG,5,8,snake,7.56
ulRrqzvnAw,1,11,parrot,5.894
p2GpeymmlW,6,23,none,4.231
mdstdMMcOv,6,7,Carriage,93.097
mYbqqeWFXJ,4,29,corn,3.201
Pajvead0Xy,2,22,Car,2.054
pNVAWgedoE,5,10,shoe,9.239
zpaKr1qZ0O,3,23,gun,3.769
c4lV9PS3Gr,1,3,Ambulance,5.256
pZWzvDX1TG,5,9,duck,4.48
7nKhz0ORz4,4,18,drums,4.608
Pajvead0Xy,2,23,Chicken,3.242
mYbqqeWFXJ,4,30,lion,3.622
5oJo1DEpdM,1,24,ostrich,11.398
ulRrqzvnAw,1,12,table,4.866
vgdYBs5pkv,2,13,Key,26.855
zpaKr1qZ0O,3,24,flower,2.954
RbdmVTToe7,1,3,building,8.97
p2GpeymmlW,6,24,flower,5.378
aNnBYSyarx,3,28,someone playing cello,11.534
pNVAWgedoE,5,11,horse,5.866
QOZjnImJP7,3,27,"SAILOR, WATER",11.443
TNMmCQGbe0,5,17,greeni,14.698
Pajvead0Xy,2,24,None,3.373
c4lV9PS3Gr,1,4,Volkswagen bus,6.206
RbdmVTToe7,1,4,bus,4.113
5oJo1DEpdM,1,25,sailing boat,5.245
pZWzvDX1TG,5,10,nothing,7.48
zpaKr1qZ0O,3,25,man,6.689
7nKhz0ORz4,4,19,bicycle,8.661
p2GpeymmlW,6,25,leaf,7.039
aNnBYSyarx,3,29,watches,5.031
QOZjnImJP7,3,28,VIOLIN,6.546
RbdmVTToe7,1,5,barn,3.228
TNMmCQGbe0,5,18,beer,5.368
mdstdMMcOv,6,8,Fan,3.355
