,1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,
RS8nCjv6oa,none  ,0,boy,1,crab,1,statue of liberty,1,typewriter,2,windmill,1,an anchor,0,piano,1,duck in a washing machine?,3,a blue snake,0,a mug,1,a bird,1,a bench,1,a school bus,2,some sort of animal,2,a bear,1,football player,1,a tiger,2,a beetle,1,a red car,1,a swing set,2,car,1,rooster,1,something and a soccerball,2,tea,1,animal,2,a house,2,a dress,1,none,0,a car,2
EuAwDdFM5W,rooster  ,1,boy,1,flamingo,2,building,1,typewriter,2,fan,1,crab,2,none,0,none,0,towel,0,bag,0,rooster,1,bench,1,school bus,2,dog,2,none,0,"football player
",1,none,0,beetle,1,old car,1,swingset,2,back of old car,1,rooster,1,none,0,tea cup,1,cat,2,none,0,sail boat,2,beetle,1,car,2
SYCMSgTyzN,cat  ,1,boy,1,crab,1,steeple,1,typewriter,2,fan,1,motor scooter,1,piano and hourglass,3,duck and washing machine,3,none,0,coffee mug,1,rooster,1,park bench and picture frame,3,school bus,2,purse,1,bear,1,football player,1,squirrel,2,fly,1,car,1,swingset and child,3,car,1,rooster,1,none,0,lemon,2,fox,2,hut,2,dress,1,spider,1,car and fence,3
iHPKBowjOI,  lion,1,child grass,1,flamingo,2,courthouse type dome,1,typewriter,2,fan,1,water,0,piano,1,duck,2,none,0,stein,0,hen trees,3,grate,0,bus,2,none,0,bear,1,football player,1,none,0,beetle,1,chevy truck,1,swing set,2,white car,1,rooster,1,none,0,cup,1,none,0,none,0,dress ocean,1,bug,1,car,2
gShKOBRfyC,"bird, clock  ",3,"child, car, road, grass",3,flamingo ,2,none,0,typewriter ,2,fan,1,insect,2,"piano, saxophone ",1,duck,2,cloths ,0,none,0,"rooster, building, trees",3,bench,1,school bus,2,cat,2,bear,1,football player,1,none,0,flying insect,1,car,1,play ground,2,car,1,rooster,1,none,0,none,0,animal ,2,none,0,whale,0,bird,0,car,2
FJwzb1L5aI,goldfish  ,1,a child,1,a balloon,1,a religious statue,1,a typewriter,2,none,0,a shark,2,none,0,a duck,2,none,0,a coffee mug,1,a rooster,1,a park bench,1,a school bus,2,none,0,a fence,2,a football player,1,a squirrel,2,an insect,1,an old red car,1,a swing set,2,a car,1,a rooster,1,none,0,tea,1,none,0,a hut,2,a sailboat,2,none,0,a car,2
qFGfLpTQ6C,clock,2,child,1,flamingo,2,violin,2,typewriter,2,fan,1,moped,1,piano,1,duck,2,shoe,0,cup,1,doghouse,2,park bench,1,school bus,2,dog,2,bear,1,football player,1,shoelace,1,beetle,1,car,1,swingset,2,car,1,rooster,1,hairdryer,1,cup,1,cat,2,cat,0,dress,1,turtle,1,car,2
ymzhAWOIeo,owl  ,1,child,1,flamingo,2,statue of liberty,1,typewriter,2,fan,1,whale,2,piano,1,duck,2,none,0,cup,1,chicken,1,table,1,school bus,2,cat,2,bear,1,football player,1,snake,2,insect,1,car,1,girl,1,car,1,chicken,1,ball,2,cup,1,cat,2,none,0,dress,1,insect,1,car,2
tCxT8xUkzH,cat  ,1,boy,1,"flamingo, parachute",3,"statue of libery, building dome",1,typewriter,2,none,0,river rapids,0,piano,1,"duck, washing machine",3,towel,0,jug,1,"chicken, house",3,bench,1,school bus,2,spotted cat,2,bear,1,football player,1,monkey,2,beetle,1,,0,"swing, child",3,car,1,rooster,1,soccer ball,2,cup of tea,1,ring tailed animal,2,,0,dress,1,spindly robot,1,pick-up truck,2
QIxA8tnT9p,none  ,0,none,0,parachute ,1,statue of liberty,1,piano,1,none,0,scooter,1,piano,1,none,0,none,0,bag,0,cock,1,bench,1,bus,2,cow,2,none,0,bird,0,none,0,beetle,1,car,1,none,0,car,1,cock,1,none,0,tea cup,1,none,0,hut,2,dress,1,none,0,car,2
vRyTvrClMN,owl  ,1,boy,1,bird,2,building,1,"instrument, keys",1,fan,1,none,0,piano,1,"duck, papers",2,"towel, blue",0,colorful mug,1,"statue, outdoors",2,square,2,school bus,2,spotted dog,2,animal in a pen,3,"boy, helmet",1,none,0,insect,1,"old car, red",1,swing set,2,car,1,rooster,1,vegetables,1,none,0,fur,2,"blue, outdoors",0,dress,1,insect,1,old car,2
w8Jz7Z15rK,sloth  ,1,boy eating ice cream?,1,flamingo and a spider or some kind of crab,3,cupola and a stick,0,typewriter,2,metal fan,1,None,0,piano,1,metal fan and a duck,3,none,0,horse and a vase or something multi-colored,3,rooster and the woods,3,black metal bench,1,school bus,2,none,0,bear and the slats of a chair back,3,football player,1,none,0,frog and a bug,3,old red car,1,swing set,2,old tan car,1,rooster,1,none,0,none,0,squirrel,2,none,0,dress,1,bug,1,old green car,2
4GVUDQ0ynr,  bird,1,boy eating popsicle,1,flamingo hot air balloon,3,cross statue of liberty,1,typewriter piano/keyboard,3,paper clip,0,surfer whale,2,piano,1,duck washing machine,3,iron,2,pitcher,1,bird,1,bench,1,bus,2,dog purse,3,bear gate,3,football player,1,monkey snake,2,beetle bird,1,car,1,child swing set,3,rodent car,3,rooster bell,1,crab soccer ball,2,tea,1,lemur,2,building,2,dress boat,3,beetle ruler,3,car fence,3
JT66021M0Q,owl  ,1,boy,1,flamingo,2,statue of liberty,1,typewriter,2,fan,1,snake,2,piano,1,duck,2,none,0,vase,1,rooster,1,bench,1,bus,2,none,0,bear,1,football player,1,snake,2,bug,1,truck,1,swing,2,car,1,rooster,1,none,0,food,0,cat,2,none,0,dress,1,spider,1,car,2
ROlV9GRTYd,  Bird,1,Boy eating food ,1,Flamingo ,2,Violin ,2,Typewriter,2,Fan,1,Crash,0,Animal,0,Fan,0,Towel,0,Pot,1,Rooster,1,Bench,1,School bus ,2,Baby ,0,Wall,2,Sports player,1,Animal ,2,Bug,1,Car,1,Dog,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
hHhQbBI5n0,  Bird,1,Child,1,Bird,2,Statue of Liberty ,1,Piano keys,1,Fan,1,Duck,2,Piano keys,1,Duck,2,Ribbon ,0,Pottery,1,Rooster,1,Bench,1,School bus ,2,Buckle,1,Bear,1,Football helmet ,1,Snake,2,Bug,1,Old car,1,Swing set ,2,Old car,1,Rooster,1,Bug,0,"Cup,of soup",1,Snake ,2,Bug,0,Sailboat ,2,Bug,1,Car,2
gLxpWFOpUZ,bird  ,1,small boy,1,snake,0,building,1,typewriter,2,hubcap,0,lizard,2,trophy,2,none,0,clothing,0,pitcher,1,rooster,1,table,1,school bus,2,none,0,fence,2,football helmet,1,animal - monkey?,2,fly,1,car,1,swingset,2,car,1,rooster,1,none,0,lemon slice,2,fox,2,fur,2,dress,1,insect,1,car,2
NOhX2Lfioi,  clock,2,boy,1,flammingo,2,statue of liberty,1,typewriter,2,fan,1,shark,2,piano,1,duck,2,shoe,0,mug,1,rooster,1,table,1,school bus,2,puppy,2,bear,1,football player,1,monkey,2,insect,1,truck,1,swing set,2,car,1,rooster,1,broccoli,1,lemon,2,cat,2,rabbit,0,dress boat,3,ant,1,car,2
fLXNLhVWbK,OWL  ,1,BOY,1,PARACHUTE,1,NONE,0,SEA ANIMAL,0,BLANKET,0,MEN AND BOY STANDING IN ROCK,0,SOFA,0,DUCK,2,LIZARD,1,LEOPARD SKIN,2,HEN,1,SHUTTLE BAT AND BALL,0,BUS,2,COW,2,LION,1,HELMET,1,NONE,0,INSECT,1,NONE,0,SEE SAW,2,CAR,1,COCK,1,NONE,0,CUP WITH SOUPE,1,SEA ANIMAL,2,NONE,0,DRESS,1,INSTRUMENT,2,CAR,2
JGv512Rbhr,  man,0,boy train,3,flamingo,2,statue of liberty,1,typewriter,2,fan,1,motorcycle,1,piano,1,duck,2,shoe,0,cup,1,chicken,1,bench,1,bus,2,cat,2,fox,1,football player,1,snake,2,fly,1,car,1,swing,2,car,1,rooster,1,none,0,teacup,1,hamburger,1,house,2,"dress, boat",3,ruler,2,"car, fence",3
Ob6dINNKT6,hair  ,0,boy,1,hot air balloon,1,statue of liberty,1,typewriter,2,none,0,water,0,none,0,duck,2,bird,0,none,0,rooster,1,bench,1,bus,2,none,0,lion,1,none,0,bird nest,0,spider,1,red truck,1,swing set,2,car,1,rooster,1,none,0,lemonade,2,hamster,2,mountain and lake,0,dress,1,bug,1,car,2
cS5kUShFUm,  bird,1,boy,1,craw,2,liberty,1,type machine,2,fan,1,scooter,1,piana,1,,0,hat,0,chair,0,hen,1,glass table,2,school bus,2,cat,2,,0,army man,1,vat,0,insects,1,truck,1,park,2,car,1,hen,1,pig,0,coffie,1,cat,2,home,2,lady dress,1,insects,1,car,2
Xbb75uf3vS,"bird
  ",1,"boy, popcicle",1,"flamingo
 ",2,statue,1,typewriter,2,fan,1,scooter,1,piano,1,duck,2,rhino,1,pitcher,1,chicken,1,bench,1,bus,2,cat,2,fence,2,football player,1,monkey,2,insect,1,old car,1,swing set,2,car,1,chicken,1,unsure,0,tea cup,1,raccoon,2,unsure,0,boat,2,bug,1,car,2
BZKkgIkoBn,Bird  ,1,kid eating something,1,flamingo,2,violin,2,typewriter,2,fan,1,???,0,piano,1,duck,2,iron,2,???,0,shed,2,bench,1,bus,2,dog,2,bear,1,football player,1,???,0,bug,1,car,1,"
???",0,car,1,chicken,1,soccer ball,2,tea,1,raccoon ,2,??,0,dress,1,bug,1,car,2
unebobxmH1,Bird  ,1,Boy,1,Flamingo,2,Statue,1,Typewriter,2,Fan,1,Motorcycle,1,Grand piano,1,Duck,2,Elephant,1,None,0,Rooster,1,Bench,1,School bus,2,None,0,Panda bear,1,"Grass, helmet",3,Hand,0,Beetle,1,Old truck,1,"Swing, baby",3,Car,1,Rooster,1,"Lawn mower, chicken",0,Tea cup,1,Lemur,2,Hut,2,Dress,1,Bug,1,Car,2
k7Y5qPU0Oe, clock,2,bird,0,parachute,1,statue of liberty,1,typewriter,2,fan,1,"bone
",2,piano,1,duck,2,bone,0,mug,1,tree,2,chair,1,none,0,cow,2,none,0,football helmet,1,nest,0,none,0,helmet,1,slide,2,none,0,rooster,1,soccerball,2,none,0,cat,2,mountain,0,shirt,1,blade,2,car,2
MeYApvuzYQ,A cat  ,1,A boy,1,An symmetrical image of a bird and a mirror reflection. ,2,A statue.,1,typewriter,2,A fan,1,Hands,0,piano ,1,mallard duck,2,Clothes,0,Horse,2,Rooster,1,bench,1,School Bus,2,A magazine,0,matches,2,Helmet (football),1,woman,0,bug,1,old truck,1,swing set,2,car,1,Rooster,1,soccer balls,2,Soup,1,cat,2,trees,0,person,0,guitar,0,car,2
wzMZoSB53D,  bird,1,boy,1,parachute,1,statue of liberty,1,typewriter,2,fan,1,motorcycle,1,piano,1,duck,2,shirt,0,cup,1,do not know,0,frame,2,school bus,2,belt buckle,1,fox,1,football player,1,bird,0,bug,1,red car/truck,1,swing set and girl,3,car,1,rooster,1,soccer ball,2,cup of coffee,1,cat,2,do not know,0,dress,1,bug,1,car,2
8mgQev5MzN,owl  ,1,kid and some cars,3,bird and parachute,3,cathederal,1,keyboard,1,fan,1,motorcycle,1,piano,1,duck and washing machine,3,duck,1,mug,1,rooster and tent,3,picnic table and window,3,school bus,2,plush doll,2,racoon and fence,3,football player,1,smoke,0,bunny and bug,3,red truck,1,swingset,2,car and cat,3,hat and rooster,3,plate of fruit,1,cup of coffee,1,pancakes and animal,3,bird and hut,2,sailboat,2,stick and bug,3,car and fence,3
4pYMPuU1i5,  bird,1,boy bottle,1,flamingo,2,political building,1,old typewriter,2,old electric fan,1,turtle,2,piano,1,mallard duck,2,snake,0,coffee cup,1,turkey,1,square,2,school bus,2,clutch purse,1,tiger,1,football player with helmet,1,none,0,beetle bug,1,red old car,1,swing set horse,2,old orange car,1,rooster,1,wheel,2,yellow butterfly,2,none,0,gray bird,0,blue dress,1,black spider on wood,1,old blue car,2
vV1BJhUhq4,a clock  ,2,a kid,1,a hat,0,statue of liberty,1,a type writer,2,,0,nothing too fast,0,a garage?,0,a duck,2,a fish,0,nothing,0,a chicken,1, a bench,1,nothing,0,a panda bear,2,a brown bear,1,football player,1,a squirrel,2,bee,1,truck,1,swingset,2,car,1,rooster,1,some fabric,0,nothing too fast,0,squirrel,2,hill,0,a dress,1,helicopter,2,car ,2
nY6AvqrR5P,,0,,0,a parachute,1,a fancy glass bottle,0,a typewriter,2,an electric fan,1,none,0,a piano,1,a spacesuit,0,none,0,none,0,a rooster,1,a park bench,1,a school bus,2,none,0,a bear,1,a football helmet..on a man,1,a chimpanzee,2,an insect..maybe a fly,1,a car hood,1,,0,a car,1,a rooster,1,none,0,a cup of coffee,1,a loaf of bread,1,a mountain,0,a dress,1,an insect,1,car,2
0JzGXoLxIE,  animal,1,boy,1,parachute,1,statue,1,back of head,0,fan,1,motor scooter,1,piano,1,"duck
",2,clothes,0,chair,0,rooster,1,picnic table,1,school bus,2,dog,2,chair,0,football player,1,elephant,0,bug,1,car,1,swing set,2,car,1,rooster,1,chair,0,cup,1,rat,2,house,2,person,0,bug,1,car,2
RepdIoFqsb,  None,0,"baby, kid, popsicle, car, hill, green",3,"hot air balloon, flamingo, rainbow",3,"statue, statue of liberty, brown, violin, sunlight",3,"typewriter, piano, keyboard",3,fan,1,"motorcycle, wheels, water, helmet",1,"vacuum, piano, brown",1,"duck, green, washing machine, white, circle",3,"towel, fabric, blue",0,"mug, rainbow colors, paisley, pattern",1,"trees, house, rooster, grass",3,"bench, white, wood",1,"school bus, bus, yellow, water, clouds",2,"purse, kitten, animal, black",3,"brown, bear, wood, wooden fence, grass",3,"football player, white, green, helmet",1,"monkey, snake, tree",2,"bug, grass",1,"auto, red, truck, headlights",1,"girl, red, swings, swingset, trees, outside, ",3,"car, lion",3,"rooster, dirt, circle",3,soccer ball,2,"coffee cup, coffee, saucer",1,"cat, snake",2,"hut, grass, ",2,"dress, sailboat, ocean",3,"bug, snake",3,"car, fence",3
j21epJah1q,lion  ,1,boy,1,swan,2,statue of liberty,1,old typewriter,2,fan,1,I do not know,0,piano,1,duck,2,belt,0,ceramic,1,hen,1,bench,1,school bus,2,leopard,2,baby lion,1,football helmet (person wearing),1,small animal,2,fly,1,old truck,1,swing set,2,old car,1,rooster,1,spider,0,I do not know,0,snake,2,bird,0,dress,1,spider,1,car,2
z6jwsPomSC,Yellow colored animal,1,A boy,1,None,0,None,0,Piano,1,None,0,None,0,Piano,1,Duck,2,Iron,2,None,0,Hen,1,Mirror,2,Bus,2,None,0,Matchsticks,2,Helmet,1,None,0,Cockroach,1,Vintage Car,1,Park,2,Car,1,Cock,1,None,0,None,0,Cat,2,None,0,Dress,1,None,0,Car,2
